,kenteken,voertuigsoort,merk,handelsbenaming,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,plaats_chassisnummer,vervaldatum_apk,vervaldatum_apk_dt,type_gasinstallatie,maximum_last_onder_de_vooras_sen_tezamen_koppeling,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,catalogusprijs,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,maximum_ondersteunende_snelheid,zuinigheidsclassificatie,type,registratie_datum_goedkeuring_afschrijvingsmoment_bpm,registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
25,00TJS9,Personenauto,OPEL,TIGRA,20190325,cabriolet,ROOD,Niet geregistreerd,4,1135,1235,20050411,20120215,Geen verstrekking in Open Data,Ja,2,4,0,0,392,0,M1,1450,0,0.05,249,Nee,Nee,Nee,0,2022,Geen oordeel,05,Ja,2019-03-25T00:00:00.000,2005-04-11T00:00:00.000,2012-02-15T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230204,2023-02-04T00:00:00.000,,,4438,2,1364,1450,,,,e11*2001/116*0227*01,AH11,1A01A1ABBA2,0,,C,,,
26,00TLT3,Personenauto,OPEL,CORSA,20190205,MPV,ROOD,Niet geregistreerd,4,1041,1141,20120229,20120229,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1625,0,0.06,251,Nee,Nee,Nee,2590,2022,Logisch,00,Ja,2019-02-05T00:00:00.000,2012-02-29T00:00:00.000,2012-02-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230622,2023-06-22T00:00:00.000,,,2326,5,1398,1625,500,1000,18036,e1*2001/116*0379*19,FR11,4AACD5X0BCA5,0,0.00,B,S-D,,
27,00TRS1,Personenauto,OPEL,CORSA,20150806,MPV,ROOD,Niet geregistreerd,4,1063,1163,20120329,20120329,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1640,0,0.06,251,Nee,Nee,Nee,2590,2022,Onlogisch,04,Ja,2015-08-06T00:00:00.000,2012-03-29T00:00:00.000,2012-03-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230329,2023-03-29T00:00:00.000,,,2352,5,1398,1640,500,1000,18343,e1*2001/116*0379*19,PR11,4AACB9Y0BCA5,0,0.00,B,S-D,,
28,00TST5,Personenauto,OPEL,CORSA,20191113,MPV,ROOD,Niet geregistreerd,4,1041,1141,20120330,20120330,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1625,0,0.06,251,Nee,Nee,Nee,2590,2022,Logisch,00,Ja,2019-11-13T00:00:00.000,2012-03-30T00:00:00.000,2012-03-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230421,2023-04-21T00:00:00.000,,,2280,5,1398,1625,500,1000,17498,e1*2001/116*0379*19,FR11,4A06D5X0BCA5,0,0.00,B,S-D,,
29,00TST8,Personenauto,OPEL,CORSA,20160406,MPV,ROOD,Niet geregistreerd,4,1099,1199,20120330,20120330,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1635,0,0.06,251,Nee,Nee,Nee,2185,2022,Logisch,00,Ja,2016-04-06T00:00:00.000,2012-03-30T00:00:00.000,2012-03-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230629,2023-06-29T00:00:00.000,,,,5,1248,1635,500,500,18120,e1*2001/116*0379*20,PY11,4AAED6A7LJM5,0,0.00,B,S-D,,
30,00XBF8,Personenauto,OPEL,CORSA,20120509,MPV,ROOD,Niet geregistreerd,4,1099,1199,20120509,20120509,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1635,0,0.06,251,Nee,Nee,Nee,2185,2022,Logisch,00,Ja,2012-05-09T00:00:00.000,2012-05-09T00:00:00.000,2012-05-09T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230515,2023-05-15T00:00:00.000,,,,5,1248,1635,500,500,17620,e1*2001/116*0379*20,PY11,4AAED6A7LJM5,0,0.00,B,S-D,,
31,00XNS5,Personenauto,OPEL,ASTRA,20191108,MPV,ROOD,Niet geregistreerd,4,1293,1393,20120629,20120629,Geen verstrekking in Open Data,Ja,5,4,0,0,442,0,M1,1935,1,0.06,269,Nee,Nee,Nee,3295,2021,Logisch,00,Ja,2019-11-08T00:00:00.000,2012-06-29T00:00:00.000,2012-06-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,by bodemplaat r. voorzitting,20221030,2022-10-30T00:00:00.000,,,4122,5,1362,1935,680,1300,24976,e1*2007/46*0141*11,CADAA11,BA1J1JDWA5,0,0.00,B,P-J,,
32,00XTV7,Personenauto,OPEL,MERIVA,20120806,MPV,ROOD,Niet geregistreerd,4,1293,1393,20120302,20120806,Geen verstrekking in Open Data,Ja,4,4,0,0,429,0,M1,1930,0,0.06,264,Nee,Nee,Nee,3055,2022,Geen oordeel,05,Ja,2012-08-06T00:00:00.000,2012-03-02T00:00:00.000,2012-08-06T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. voorzitting,20230302,2023-03-02T00:00:00.000,,,1181,5,1364,1930,680,1050,22460,e4*2007/46*0165*02,BD11,1AADA4CBBD5,0,0.00,B,S-D/ MONOCAB B,,
33,00XXJ8,Personenauto,OPEL,AMPERA,20180825,hatchback,ROOD,Niet geregistreerd,4,1632,1732,20120904,20120904,Geen verstrekking in Open Data,Ja,4,4,0,0,450,0,M1,2000,0,0.06,269,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2018-08-25T00:00:00.000,2012-09-04T00:00:00.000,2012-09-04T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. bodemplaat by voorzitting,20220915,2022-09-15T00:00:00.000,,,,4,1398,2000,,,49199,e13*2007/46*1159*01,AAAA,AAAAAAAAA,0,,A,D1JOI,,
34,00YA75,Personenauto,OPEL,KADETT AERO,20010110,Niet geregistreerd,ROOD,Niet geregistreerd,4,798,898,19760708,19970523,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,0,0,0.00,240,Nee,Nee,Nee,0,2022,Geen oordeel,01,Ja,2001-01-10T00:00:00.000,1976-07-08T00:00:00.000,1997-05-23T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20240513,2024-05-13T00:00:00.000,,,,,,,,,,,,,,,,,,
35,00YB02,Personenauto,OPEL,ADMIRAL,20040601,sedan,ROOD,Niet geregistreerd,6,1516,1616,19751216,20040601,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1980,0,0.00,285,Nee,Nee,Nee,0,2022,Geen oordeel,01,Ja,2004-06-01T00:00:00.000,1975-12-16T00:00:00.000,2004-06-01T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. op slotplaat onder motorkap,20240514,2024-05-14T00:00:00.000,,0,,5,2753,1980,750,1900,,,,,,,,,,
36,00YB62,Personenauto,OPEL,COMMODORE AUTOMATIC,20040615,sedan,ROOD,Niet geregistreerd,6,1188,1288,19770720,20040615,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1680,0,0.00,267,Nee,Nee,Nee,0,2020,Geen oordeel,01,Ja,2004-06-15T00:00:00.000,1977-07-20T00:00:00.000,2004-06-15T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. voorwielscherm onder motorkap,20220629,2022-06-29T00:00:00.000,,0,,5,2490,1680,590,1500,,,,,,,,,,
37,00ZBZ7,Personenauto,OPEL,CORSA,20131113,MPV,ROOD,Niet geregistreerd,4,1063,1163,20121005,20121005,Geen verstrekking in Open Data,Ja,0,4,0,0,0,0,M1,1640,0,0.06,251,Nee,Nee,Nee,2590,2021,Logisch,00,Ja,2013-11-13T00:00:00.000,2012-10-05T00:00:00.000,2012-10-05T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221005,2022-10-05T00:00:00.000,,,3266,5,1398,1640,500,1000,19340,e1*2001/116*0379*21,PR11,4AACB9Y0DKA5,0,0.00,B,S-D,,
38,00ZDG6,Personenauto,OPEL,AMPERA,20220902,hatchback,ROOD,Niet geregistreerd,4,1632,1732,20121005,20121005,Geen verstrekking in Open Data,Ja,4,4,0,0,450,0,M1,2000,0,0.06,269,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2022-09-02T00:00:00.000,2012-10-05T00:00:00.000,2012-10-05T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. bodemplaat by voorzitting,20231005,2023-10-05T00:00:00.000,,0,,4,1398,2000,,,49616,e13*2007/46*1159*01,AAAA,AAAAAAAAA,0,,A,D1JOI,,
39,00ZFN3,Personenauto,OPEL,CORSA,20180111,MPV,ROOD,Niet geregistreerd,4,1063,1163,20121026,20121026,Geen verstrekking in Open Data,Ja,0,4,0,0,0,0,M1,1605,0,0.05,251,Nee,Nee,Nee,2455,2021,Logisch,00,Ja,2018-01-11T00:00:00.000,2012-10-26T00:00:00.000,2012-10-26T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221118,2022-11-18T00:00:00.000,Af-fabriek gasinstallatie,,1847,5,1229,1605,450,850,18134,e1*2001/116*0379*21,BZ11,1AACA7K0BDA5,0,0.00,A,S-D,,
40,00ZNH2,Personenauto,OPEL,CORSA,20200418,MPV,ROOD,Niet geregistreerd,4,1020,1120,20130107,20130107,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1595,0,0.06,251,Nee,Nee,Nee,2455,2022,Logisch,00,Ja,2020-04-18T00:00:00.000,2013-01-07T00:00:00.000,2013-01-07T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230107,2023-01-07T00:00:00.000,,,2262,5,1229,1595,450,850,13165,e1*2001/116*0379*23,BN11,4A06A690BDA5,0,0.00,B,S-D,,
41,00ZXF2,Personenauto,OPEL,ADAM,20131030,hatchback,ROOD,Niet geregistreerd,4,1020,1120,20130228,20130228,Geen verstrekking in Open Data,Ja,0,4,0,0,370,0,M1,1480,0,0.06,231,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2013-10-30T00:00:00.000,2013-02-28T00:00:00.000,2013-02-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230228,2023-02-28T00:00:00.000,,,3000,4,1398,1480,,,20096,e1*2001/116*0379*22,UP11,4BACE4C5PHR4,0,,B,S-D,,
42,0143NV,Personenauto,OPEL,KADETT,20030131,Niet geregistreerd,ROOD,Niet geregistreerd,4,758,858,19690630,19701103,Geen verstrekking in Open Data,Ja,2,4,,,,,M1,,,0.00,242,Nee,Nee,Nee,,2019,Geen oordeel,07,Ja,2003-01-31T00:00:00.000,1969-06-30T00:00:00.000,1970-11-03T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,onder op slotplaat,,,,0,,,,,,,,,,,,,,,,
43,0160AR,Personenauto,OPEL,17NR2BW,20210705,sedan,ROOD,Niet geregistreerd,4,953,1053,19660311,20210705,Geen verstrekking in Open Data,Ja,2,4,,,451,170,M1,,,0.05,264,Nee,Nee,Nee,,2021,Geen oordeel,05,Ja,2021-07-05T00:00:00.000,1966-03-11T00:00:00.000,2021-07-05T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,5,1680,,,,,,,,,,,,,
44,0179JA,Personenauto,OPEL,GT,20151123,Niet geregistreerd,ROOD,Niet geregistreerd,4,930,1030,19690411,19690411,Geen verstrekking in Open Data,Nee,2,4,0,0,0,0,M1,0,0,0.00,243,Nee,Nee,Nee,0,2017,Geen oordeel,01,Ja,2015-11-23T00:00:00.000,1969-04-11T00:00:00.000,1969-04-11T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,in watergoot onder motorkap,,,,,,,,,,,,,,,,,,,,
45,0185JA,Personenauto,OPEL,GT,20110225,Niet geregistreerd,ROOD,Niet geregistreerd,4,930,1030,19690417,19690417,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,0,0,0.00,243,Nee,Nee,Nee,0,2020,Geen oordeel,01,Ja,2011-02-25T00:00:00.000,1969-04-17T00:00:00.000,1969-04-17T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,onder voorruit in watergoot motorkap,,,,0,,,,,,,,,,,,,,,,
46,01DDTJ,Personenauto,OPEL,ASTRA-G-CC,20220212,hatchback,ROOD,Niet geregistreerd,4,1035,1135,19990709,19990709,Geen verstrekking in Open Data,Ja,2,4,0,0,411,0,M1,1605,1,0.05,261,Nee,Nee,Nee,2605,2022,Logisch,00,Ja,2022-02-12T00:00:00.000,1999-07-09T00:00:00.000,1999-07-09T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230826,2023-08-26T00:00:00.000,,,2974,5,1598,1605,567,1000,,e1*98/14*0086*03,AC11,2A26AH33FDB5,0,,,,,
47,01DNHJ,Personenauto,OPEL,CORSA-B,20181231,hatchback,ROOD,Niet geregistreerd,4,850,950,19991002,19991002,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1400,1,0.05,244,Nee,Nee,Nee,2350,2021,Logisch,00,Ja,2018-12-31T00:00:00.000,1999-10-02T00:00:00.000,1999-10-02T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221126,2022-11-26T00:00:00.000,,,2214,5,1199,1400,450,950,,e1*98/14*0053*07,ER11,0A02A7CFAB5,0,,,,,
48,01DNKF,Personenauto,OPEL,ASTRA-G-CARAVAN,20220531,stationwagen,ROOD,Niet geregistreerd,4,1090,1190,19990930,19990930,Geen verstrekking in Open Data,Ja,4,4,0,0,429,0,M1,1690,1,0.05,261,Ja,Nee,Nee,2590,2022,Logisch,00,Nee,2022-05-31T00:00:00.000,1999-09-30T00:00:00.000,1999-09-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20220622,2022-06-22T00:00:00.000,,,3341,5,1598,1690,595,900,,e1*98/14*0087*03,EC11,2A16BC06FDB5,0,,,,,
49,01DPVB,Personenauto,OPEL,ASTRA-G-CC,20191101,hatchback,ROOD,Niet geregistreerd,4,1063,1163,19991021,19991021,Geen verstrekking in Open Data,Ja,4,4,0,0,411,0,M1,1655,1,0.05,261,Nee,Nee,Nee,2605,2019,Logisch,00,Ja,2019-11-01T00:00:00.000,1999-10-21T00:00:00.000,1999-10-21T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20200324,2020-03-24T00:00:00.000,,,4034,5,1598,1655,570,950,,e1*98/14*0086*05,DC11,2A05AT36FDB5,0,,,,,
50,01DZPB,Personenauto,OPEL,ASTRA-G,20200227,sedan,ROOD,Niet geregistreerd,4,1244,1344,20000121,20000121,Geen verstrekking in Open Data,Ja,4,4,0,0,425,0,M1,1795,1,0.04,261,Nee,Nee,Nee,2995,2021,Logisch,00,Ja,2020-02-27T00:00:00.000,2000-01-21T00:00:00.000,2000-01-21T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20220207,2022-02-07T00:00:00.000,,,5578,5,1995,1795,635,1200,,e1*98/14*0101*03,GG11,2A12AR14BAF5,0,,,,,
51,01DZTV,Personenauto,OPEL,ASTRA-G-CC,20091120,hatchback,ROOD,Niet geregistreerd,4,1063,1163,20000124,20000124,Geen verstrekking in Open Data,Ja,4,4,0,0,411,0,M1,1625,1,0.05,261,Nee,Nee,Nee,2625,2022,Logisch,00,Ja,2009-11-20T00:00:00.000,2000-01-24T00:00:00.000,2000-01-24T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230412,2023-04-12T00:00:00.000,,,3190,5,1598,1625,570,1000,,e1*98/14*0086*07,CC11,2A05AM33FDB5,0,,,,,
52,01FBNX,Personenauto,OPEL,CORSA-B,20220226,hatchback,ROOD,Niet geregistreerd,4,885,985,20000203,20000203,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1405,1,0.05,244,Nee,Nee,Nee,2255,2022,Logisch,00,Ja,2022-02-26T00:00:00.000,2000-02-03T00:00:00.000,2000-02-03T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230327,2023-03-27T00:00:00.000,,,2568,5,1199,1405,450,850,,e1*98/14*0053*09,CR11,0A06A8CEDG5,0,,,,,
53,01FJHS,Personenauto,OPEL,CORSA-B,20010307,hatchback,ROOD,Niet geregistreerd,4,850,950,20000329,20000329,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1370,1,0.05,244,Nee,Nee,Nee,2370,2022,Logisch,00,Ja,2001-03-07T00:00:00.000,2000-03-29T00:00:00.000,2000-03-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230329,2023-03-29T00:00:00.000,,,2098,5,1199,1370,450,1000,,e1*98/14*0053*09,CR11,0A02A3BFAB5,0,,,,,
54,01FJLS,Personenauto,OPEL,CORSA-B,20180426,hatchback,ROOD,Niet geregistreerd,4,915,1015,20000330,20000330,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1465,1,0.05,244,Nee,Nee,Nee,2265,2022,Logisch,00,Ja,2018-04-26T00:00:00.000,2000-03-30T00:00:00.000,2000-03-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230513,2023-05-13T00:00:00.000,,,2882,5,1199,1465,450,800,,e1*98/14*0053*09,FR11,0A09AJDEDG5,0,,,,,
55,01FLNS,Personenauto,OPEL,CORSA-B,20161017,hatchback,ROOD,Niet geregistreerd,4,885,985,20000425,20000425,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1405,1,0.05,244,Nee,Nee,Nee,2255,2022,Logisch,00,Ja,2016-10-17T00:00:00.000,2000-04-25T00:00:00.000,2000-04-25T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230510,2023-05-10T00:00:00.000,,,2568,5,1199,1405,450,850,,e1*98/14*0053*09,CR11,0A06A8CEDG5,0,,,,,
56,01FNPF,Personenauto,OPEL,ASTRA-G-CARAVAN,20080909,stationwagen,ROOD,Niet geregistreerd,4,1110,1210,20000503,20000503,Geen verstrekking in Open Data,Ja,4,4,0,0,429,0,M1,1740,1,0.06,261,Nee,Nee,Nee,2790,2022,Logisch,00,Ja,2008-09-09T00:00:00.000,2000-05-03T00:00:00.000,2000-05-03T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230602,2023-06-02T00:00:00.000,,,4274,5,1598,1740,600,1050,,e1*97/27*0087*02,FD11,2A18AS16FDH5,0,,,,,
57,01FPJB,Personenauto,OPEL,CORSA-B,20180130,hatchback,ROOD,Niet geregistreerd,4,850,950,20000517,20000517,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1370,1,0.05,244,Nee,Nee,Nee,2370,2022,Geen oordeel,07,Ja,2018-01-30T00:00:00.000,2000-05-17T00:00:00.000,2000-05-17T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230307,2023-03-07T00:00:00.000,,,2203,5,1199,1370,450,1000,,e1*98/14*0053*09,CR11,0A02A3BFAB5,0,,,,,
