,kenteken,voertuigsoort,merk,handelsbenaming,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,plaats_chassisnummer,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,maximum_last_onder_de_vooras_sen_tezamen_koppeling,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,vervaldatum_apk,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,catalogusprijs,type,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,vervaldatum_apk_dt,zuinigheidsclassificatie,maximum_ondersteunende_snelheid,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd
102,00RGZ5,Personenauto,TOYOTA,TOYOTA AYGO,20170708,hatchback,WIT,Niet geregistreerd,3,805,905,20110609,20110609,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2017-07-08T00:00:00.000,2011-06-09T00:00:00.000,2011-06-09T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230703,,4,998,1190,10180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-07-03T00:00:00.000,A,,,
103,00RKV2,Personenauto,TOYOTA,TOYOTA PRIUS,20110712,hatchback,WIT,Niet geregistreerd,4,1345,1445,20091116,20110712,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Geen oordeel,05,Ja,2011-07-12T00:00:00.000,2009-11-16T00:00:00.000,2011-07-12T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221116,,5,1798,1805,,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2022-11-16T00:00:00.000,A,0.00,,
104,00RNN7,Personenauto,TOYOTA,TOYOTA AYGO,20200923,hatchback,WIT,Niet geregistreerd,3,805,905,20110701,20110701,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-09-23T00:00:00.000,2011-07-01T00:00:00.000,2011-07-01T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230703,,4,998,1190,10180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-07-03T00:00:00.000,A,,,
105,00RNS8,Personenauto,TOYOTA,TOYOTA AURIS,20151203,MPV,WIT,Niet geregistreerd,4,1355,1455,20110708,20110708,Geen verstrekking in Open Data,Ja,4,4,0,0,425,0,M1,by bodemplaat r. voorzitting,1805,0,0.01,260,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2015-12-03T00:00:00.000,2011-07-08T00:00:00.000,2011-07-08T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221203,,5,1798,1805,23740,HE15U(A),e11*2007/46*0018*02,ZWE150(H),ZWE150L-DHXNBW(2M),0,2022-12-03T00:00:00.000,A,,,
106,00RSG3,Personenauto,TOYOTA,TOYOTA AYGO,20211110,hatchback,WIT,Niet geregistreerd,3,780,880,20110729,20110729,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Ja,Nee,0,2022,Logisch,00,Ja,2021-11-10T00:00:00.000,2011-07-29T00:00:00.000,2011-07-29T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20220921,,4,998,1190,8905,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMRKW(3J),0,2022-09-21T00:00:00.000,A,,,
107,00RTK8,Personenauto,TOYOTA,TOYOTA AYGO,20190518,hatchback,WIT,Niet geregistreerd,3,805,905,20110805,20110805,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2019-05-18T00:00:00.000,2011-08-05T00:00:00.000,2011-08-05T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230515,,4,998,1190,10180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-05-15T00:00:00.000,A,,,
108,00RVG9,Personenauto,TOYOTA,TOYOTA AYGO,20140401,hatchback,WIT,Niet geregistreerd,3,780,880,20110823,20110823,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2014-04-01T00:00:00.000,2011-08-23T00:00:00.000,2011-08-23T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230831,,4,998,1190,9180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMRKW(3J),0,2023-08-31T00:00:00.000,A,,,
109,00RXF3,Personenauto,TOYOTA,TOYOTA AYGO,20191217,hatchback,WIT,Niet geregistreerd,3,815,915,20110907,20110907,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.05,234,Nee,Ja,Nee,0,2022,Logisch,00,Ja,2019-12-17T00:00:00.000,2011-09-07T00:00:00.000,2011-09-07T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230922,,4,998,1190,10830,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHGGKW(1J),0,2023-09-22T00:00:00.000,A,,,
110,00RXF8,Personenauto,TOYOTA,TOYOTA IQ,20110805,coupe,WIT,Niet geregistreerd,3,820,920,20110118,20110805,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1210,0,0.05,200,Nee,Nee,Nee,0,2022,Geen oordeel,05,Ja,2011-08-05T00:00:00.000,2011-01-18T00:00:00.000,2011-08-05T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230129,,4,998,1210,11900,AJ1(A),e6*2001/116*0119*00,KGJ10(G),KGJ10L-BGMRGW(2A),0,2023-01-29T00:00:00.000,A,,,
111,00RXH6,Personenauto,TOYOTA,TOYOTA AYGO,20170725,hatchback,WIT,Niet geregistreerd,3,805,905,20110815,20110815,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2017-07-25T00:00:00.000,2011-08-15T00:00:00.000,2011-08-15T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230818,,4,998,1190,10180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-08-18T00:00:00.000,A,,,
112,00RXK7,Personenauto,TOYOTA,TOYOTA AYGO,20180712,hatchback,WIT,Niet geregistreerd,3,815,915,20110812,20110812,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.05,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2018-07-12T00:00:00.000,2011-08-12T00:00:00.000,2011-08-12T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230712,,4,998,1190,12565,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHGGKW(1J),0,2023-07-12T00:00:00.000,A,,,
113,00RXR4,Personenauto,TOYOTA,TOYOTA AYGO,20181023,hatchback,WIT,Niet geregistreerd,3,775,875,20110819,20110819,Geen verstrekking in Open Data,Ja,2,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1180,1,0.06,234,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2018-10-23T00:00:00.000,2011-08-19T00:00:00.000,2011-08-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221023,,4,998,1180,9350,AB1,e11*2001/116*0236*08,KGB10(G),KGB10L-AGMRKW(3J),0,2022-10-23T00:00:00.000,A,,,
114,00RZB7,Personenauto,TOYOTA,TOYOTA AYGO,20160923,hatchback,WIT,Niet geregistreerd,3,805,905,20110819,20110819,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2016-09-23T00:00:00.000,2011-08-19T00:00:00.000,2011-08-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230825,,4,998,1190,10180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-08-25T00:00:00.000,A,,,
115,00RZZ6,Personenauto,TOYOTA,TOYOTA AYGO,20220917,hatchback,WIT,Niet geregistreerd,3,805,905,20110902,20110902,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2022-09-17T00:00:00.000,2011-09-02T00:00:00.000,2011-09-02T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230602,,4,998,1190,10180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-06-02T00:00:00.000,A,,,
116,00SBS1,Personenauto,TOYOTA,TOYOTA AYGO,20110919,hatchback,WIT,Niet geregistreerd,3,780,880,20110907,20110907,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Onlogisch,04,Ja,2011-09-19T00:00:00.000,2011-09-07T00:00:00.000,2011-09-07T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230907,,4,998,1190,9540,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMRKW(3J),0,2023-09-07T00:00:00.000,A,,,
117,00SBX3,Personenauto,TOYOTA,TOYOTA AYGO,20220110,hatchback,WIT,Niet geregistreerd,3,780,880,20110917,20110917,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2022-01-10T00:00:00.000,2011-09-17T00:00:00.000,2011-09-17T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230110,,4,998,1190,9540,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMRKW(3J),0,2023-01-10T00:00:00.000,A,,,
118,00SBZ7,Personenauto,TOYOTA,TOYOTA AYGO,20110924,hatchback,WIT,Niet geregistreerd,3,805,905,20110924,20110924,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2011-09-24T00:00:00.000,2011-09-24T00:00:00.000,2011-09-24T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20231013,,4,998,1190,10180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-10-13T00:00:00.000,A,,,
119,00SFF2,Personenauto,TOYOTA,TOYOTA AYGO,20210814,hatchback,WIT,Niet geregistreerd,3,780,880,20110928,20110928,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-08-14T00:00:00.000,2011-09-28T00:00:00.000,2011-09-28T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230622,,4,998,1190,9540,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMRKW(3J),0,2023-06-22T00:00:00.000,A,,,
120,00SFK4,Personenauto,TOYOTA,TOYOTA AYGO,20190529,hatchback,WIT,Niet geregistreerd,3,780,880,20111003,20111003,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2019-05-29T00:00:00.000,2011-10-03T00:00:00.000,2011-10-03T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230528,,4,998,1190,9540,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMRKW(3J),0,2023-05-28T00:00:00.000,A,,,
121,00SFK8,Personenauto,TOYOTA,TOYOTA AURIS,20220916,MPV,WIT,Niet geregistreerd,4,1355,1455,20110111,20110920,Geen verstrekking in Open Data,Ja,4,4,0,0,425,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,260,Nee,Nee,Nee,0,2022,Geen oordeel,05,Ja,2022-09-16T00:00:00.000,2011-01-11T00:00:00.000,2011-09-20T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230913,,5,1798,1805,25650,HE15U(A),e11*2007/46*0018*02,ZWE150(H),ZWE150L-DHXNBW(1M),0,2023-09-13T00:00:00.000,A,,,
122,00SFN4,Personenauto,TOYOTA,TOYOTA AYGO,20181206,hatchback,WIT,Niet geregistreerd,3,805,905,20111107,20111107,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2018-12-06T00:00:00.000,2011-11-07T00:00:00.000,2011-11-07T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230831,,4,998,1190,10180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-08-31T00:00:00.000,A,,,
123,00SGN1,Personenauto,TOYOTA,TOYOTA AYGO,20110921,hatchback,WIT,Niet geregistreerd,3,805,905,20110921,20110921,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2011-09-21T00:00:00.000,2011-09-21T00:00:00.000,2011-09-21T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230921,,4,998,1190,10180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-09-21T00:00:00.000,A,,,
124,00SGT2,Personenauto,TOYOTA,TOYOTA AURIS,20150706,MPV,WIT,Niet geregistreerd,4,1365,1465,20111010,20111010,Geen verstrekking in Open Data,Ja,4,4,0,0,425,0,M1,by bodemplaat r. voorzitting,1805,0,0.01,260,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2015-07-06T00:00:00.000,2011-10-10T00:00:00.000,2011-10-10T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221011,,5,1798,1805,26650,HE15U(A),e11*2007/46*0018*03,ZWE150(H),ZWE150L-DHXGBW(1N),0,2022-10-11T00:00:00.000,A,,,
125,00SHF7,Personenauto,TOYOTA,TOYOTA AYGO,20180515,hatchback,WIT,Niet geregistreerd,3,805,905,20111003,20111003,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2018-05-15T00:00:00.000,2011-10-03T00:00:00.000,2011-10-03T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20231007,,4,998,1190,10180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-10-07T00:00:00.000,A,,,
126,00SNK7,Personenauto,TOYOTA,TOYOTA AYGO,20210313,hatchback,WIT,Niet geregistreerd,3,780,880,20111110,20111110,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-03-13T00:00:00.000,2011-11-10T00:00:00.000,2011-11-10T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230309,,4,998,1190,9540,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMRKW(3J),0,2023-03-09T00:00:00.000,A,,,
127,00SPD2,Personenauto,TOYOTA,TOYOTA AYGO,20200924,hatchback,WIT,Niet geregistreerd,3,805,905,20111104,20111104,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-09-24T00:00:00.000,2011-11-04T00:00:00.000,2011-11-04T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230510,,4,998,1190,11180,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMGKW(3J),0,2023-05-10T00:00:00.000,A,,,
128,00SRD6,Personenauto,TOYOTA,TOYOTA PRIUS,20220702,hatchback,WIT,Niet geregistreerd,4,1345,1445,20130220,20130220,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2022-07-02T00:00:00.000,2013-02-20T00:00:00.000,2013-02-20T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230707,,5,1798,1805,30890,XW3(A),e11*2001/116*0264*02,ZVW30(H),ZVW30L-AHXEBW(2C),0,2023-07-07T00:00:00.000,A,0.00,,
129,00SRH1,Personenauto,TOYOTA,TOYOTA PRIUS,20150611,hatchback,WIT,Niet geregistreerd,4,1345,1445,20111130,20111130,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2015-06-11T00:00:00.000,2011-11-30T00:00:00.000,2011-11-30T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230611,,5,1798,1805,25990,XW3(A),e11*2001/116*0264*02,ZVW30(H),ZVW30L-AHXEBW(2C),0,2023-06-11T00:00:00.000,A,0.00,,
130,00SRK1,Personenauto,TOYOTA,TOYOTA AYGO,20210503,hatchback,WIT,Niet geregistreerd,3,780,880,20111117,20111117,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-05-03T00:00:00.000,2011-11-17T00:00:00.000,2011-11-17T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230426,,4,998,1190,9540,AB1,e11*2001/116*0236*08,KGB10(H),KGB10L-AHMRKW(3J),0,2023-04-26T00:00:00.000,A,,,
131,00SVJ2,Personenauto,TOYOTA,TOYOTA VERSO,20140402,stationwagen,WIT,Niet geregistreerd,4,1395,1495,20111209,20111209,Geen verstrekking in Open Data,Ja,4,4,0,0,444,0,M1,r. voorzitting,2125,0,0.07,278,Nee,Nee,Nee,3425,2021,Logisch,00,Ja,2014-04-02T00:00:00.000,2011-12-09T00:00:00.000,2011-12-09T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221209,5713,5,1798,2125,26790,AR2,e11*2001/116*0350*04,ZGR21(WC),ZGR21L-GWFEPW(1E),0,2022-12-09T00:00:00.000,C,0.00,450,1300
132,00SXH6,Personenauto,TOYOTA,TOYOTA AURIS,20120118,MPV,WIT,Niet geregistreerd,4,1355,1455,20120118,20120118,Geen verstrekking in Open Data,Ja,4,4,0,0,425,0,M1,by bodemplaat r. voorzitting,1805,0,0.01,260,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2012-01-18T00:00:00.000,2012-01-18T00:00:00.000,2012-01-18T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230118,,5,1798,1805,22740,HE15U(A),e11*2007/46*0018*02,ZWE150(H),ZWE150L-DHXNBW(2M),0,2023-01-18T00:00:00.000,A,,,
133,00SZJ4,Personenauto,TOYOTA,TOYOTA YARIS,20150501,MPV,WIT,Niet geregistreerd,3,955,1055,20120105,20120105,Geen verstrekking in Open Data,Ja,4,4,0,0,389,0,M1,r. voorzitting,1430,0,0.05,251,Nee,Nee,Nee,2180,2021,Logisch,00,Ja,2015-05-01T00:00:00.000,2012-01-05T00:00:00.000,2012-01-05T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230105,,5,998,1430,13164,XP13M(A),e11*2007/46*0152*01,KSP13F(MH),KSP130L-CHMNKW(2B),0,2023-01-05T00:00:00.000,A,0.00,527,750
