;kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk_dt;subcategorie_nederland;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;type;maximum_massa_trekken_ongeremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;oplegger_geremd;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;aantal_staanplaatsen;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximale_constructiesnelheid;maximum_trekken_massa_geremd;hoogte_voertuig;hoogte_voertuig_minimum;hoogte_voertuig_maximum;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;bruto_bpm;zuinigheidsclassificatie;catalogusprijs
29;00BDX1;Bedrijfsauto;VOLVO;FM;20141212;gesloten opbouw;N.v.t.;N.v.t.;6;11205;11305;20140523;20140523;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.02;630;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2014-12-12T00:00:00.000;2014-05-23T00:00:00.000;2014-05-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230614;0;935;1080;255;21000;0;44000;2023-06-14T00:00:00.000;0;2;10837;19500;8295;32795;24000;2MB3C;750;20240614;2024-06-14T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;00BDZ5;Bedrijfsauto;VOLVO;FM;20140702;kipper;N.v.t.;N.v.t.;6;18590;18690;20140626;20140701;Geen verstrekking in Open Data;Ja;0;10;N3;r. balk by vooras;0.02;700;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2014-07-02T00:00:00.000;2014-06-26T00:00:00.000;2014-07-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230626;0;918;968;255;49000;0;50000;2023-06-26T00:00:00.000;0;2;12777;49000;30410;20000;16000;2MR3C;750;20240527;2024-05-27T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;00BDZ9;Bedrijfsauto;VOLVO;FH;20140828;opleggertrekker;N.v.t.;N.v.t.;6;7818;7918;20140828;20140828;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2014-08-28T00:00:00.000;2014-08-28T00:00:00.000;2014-08-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230828;0;457;621;252;20500;0;50000;2023-08-28T00:00:00.000;0;2;12777;19000;0;0;0;24A3C (4X2 TRACTOR);0;20240719;2024-07-19T00:00:00.000;42082;e11*2007/46*0271*07;C3XA4F;N5RR3M67513XX3H4KAUC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;00BFD2;Bedrijfsauto;VOLVO;FH;20140915;opleggertrekker;N.v.t.;N.v.t.;6;7504;7604;20140915;20140915;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2014-09-15T00:00:00.000;2014-09-15T00:00:00.000;2014-09-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221001;0;449;599;252;21000;0;50000;2022-10-01T00:00:00.000;0;2;12777;19500;0;0;0;24A3C (4X2 TRACTOR);0;20240715;2024-07-15T00:00:00.000;42396;e11*2007/46*0271*07;C3XA4F;N5HR3L68013XX3H4KAUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;00BFD8;Bedrijfsauto;VOLVO;FE;20141006;tank v.v. gevaarl. Stoffen;N.v.t.;N.v.t.;6;8860;8960;20140926;20140926;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.02;450;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2014-10-06T00:00:00.000;2014-09-26T00:00:00.000;2014-09-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230722;0;0;754;253;20500;0;24000;2023-07-22T00:00:00.000;0;2;7698;20500;11640;0;0;FEB3C;0;20240614;2024-06-14T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;00BFF4;Bedrijfsauto;VOLVO;FH;20141119;opleggertrekker;N.v.t.;N.v.t.;6;6987;7087;20141119;20141119;Geen verstrekking in Open Data;Nee;0;4;N3;r. balk by vooras;0.04;370;Ja;Nee;Nee;0;Niet geregistreerd;NG;Nee;2014-11-19T00:00:00.000;2014-11-19T00:00:00.000;2014-11-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220927;0;454;589;252;20500;0;50000;2022-09-27T00:00:00.000;0;2;12777;19000;0;0;0;24A3C (4X2 TRACTOR);0;20240114;2024-01-14T00:00:00.000;42913;e11*2007/46*0271*07;C3XA4F;N6RR3L67513XX3H4KAUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;00BFH3;Bedrijfsauto;VOLVO;FH;20150112;opleggertrekker;N.v.t.;N.v.t.;6;7870;7970;20150112;20150112;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-01-12T00:00:00.000;2015-01-12T00:00:00.000;2015-01-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230118;0;462;621;252;20500;0;50000;2023-01-18T00:00:00.000;0;2;12777;19000;0;0;0;24A3C;0;20230107;2023-01-07T00:00:00.000;42130;e11*2007/46*0271*08;C3XA4F;N5HR3L67513XX3H4KAUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;00BFH7;Bedrijfsauto;VOLVO;FM;20220830;opleggertrekker;N.v.t.;N.v.t.;6;7629;7729;20141103;20141103;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2022-08-30T00:00:00.000;2014-11-03T00:00:00.000;2014-11-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230623;0;459;599;250;20100;0;50000;2023-06-23T00:00:00.000;0;2;10837;18600;0;42271;24000;2MA3C;0;20221116;2022-11-16T00:00:00.000;42271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;00BFJ6;Bedrijfsauto;VOLVO;FH;20150102;opleggertrekker;N.v.t.;N.v.t.;6;7923;8023;20150102;20150102;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221019;0;454;599;252;19000;0;44000;2022-10-19T00:00:00.000;0;2;12777;19000;0;0;0;24A3C;0;20231019;2023-10-19T00:00:00.000;35977;e11*2007/46*0271*08;C3XA4F;N5RR3M67511XX3M4KUUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;00BFK6;Bedrijfsauto;VOLVO;FH;20150709;opleggertrekker;N.v.t.;N.v.t.;6;8300;8400;20150116;20150116;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-07-09T00:00:00.000;2015-01-16T00:00:00.000;2015-01-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230116;0;457;599;254;21000;0;50000;2023-01-16T00:00:00.000;0;2;12777;19500;0;0;0;24A3C;0;20240112;2024-01-12T00:00:00.000;41600;e11*2007/46*0271*08;C3XA4F;N5RR3M68013XX3H4KUUC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;00BFL9;Bedrijfsauto;VOLVO;FH;20200731;opleggertrekker;N.v.t.;N.v.t.;6;7871;7971;20150102;20150102;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-07-31T00:00:00.000;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230102;0;457;599;252;20500;0;50000;2023-01-02T00:00:00.000;0;2;12777;19000;0;0;0;24A3C;0;20221210;2022-12-10T00:00:00.000;42029;e11*2007/46*0271*09;C3XA4F;N5RR3M67513XX3H4KUUC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;00BFN1;Bedrijfsauto;VOLVO;FE;20150115;vuilniswagen;N.v.t.;N.v.t.;6;13775;13875;20150102;20150102;Geen verstrekking in Open Data;Ja;0;6;N3;r. balk by vooras;0.02;585;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-01-15T00:00:00.000;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230102;0;0;888;253;28000;0;30000;2023-01-02T00:00:00.000;0;2;7698;28000;14225;0;0;FEF3C;0;20231112;2023-11-12T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;00BFX7;Bedrijfsauto;VOLVO;FH;20181009;gecond. met temperatuurreg.;N.v.t.;N.v.t.;6;14984;15084;20150429;20150429;Geen verstrekking in Open Data;Ja;0;6;N3;r. balk by vooras;0.02;657;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-10-09T00:00:00.000;2015-04-29T00:00:00.000;2015-04-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230429;0;896;1068;260;27000;0;50000;2023-04-29T00:00:00.000;0;2;12777;27000;12016;33000;24000;24J3C;750;20230226;2023-02-26T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;00BFX8;Bedrijfsauto;VOLVO;FH;20150501;opleggertrekker;N.v.t.;N.v.t.;6;12675;12775;20150501;20150501;Geen verstrekking in Open Data;Ja;0;8;N3;r. balk by vooras;0.03;507;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-05-01T00:00:00.000;2015-05-01T00:00:00.000;2015-05-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230501;0;0;770;255;45000;0;50000;2023-05-01T00:00:00.000;0;2;12777;37000;0;0;0;24Q3C;0;20230303;2023-03-03T00:00:00.000;37225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;00BGB5;Bedrijfsauto;VOLVO;FM;20201120;kipper;N.v.t.;N.v.t.;6;17940;18040;20150602;20150605;Geen verstrekking in Open Data;Ja;0;10;N3;r. balk by vooras;0.02;710;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-11-20T00:00:00.000;2015-06-02T00:00:00.000;2015-06-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230602;0;0;960;255;53000;0;0;2023-06-02T00:00:00.000;0;2;12777;47000;29060;0;0;2MY3C;0;20230514;2023-05-14T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;00BGD7;Bedrijfsauto;VOLVO;FH;20150714;opleggertrekker;N.v.t.;N.v.t.;6;7376;7476;20150714;20150714;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-07-14T00:00:00.000;2015-07-14T00:00:00.000;2015-07-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230422;0;449;599;249;20100;0;50000;2023-04-22T00:00:00.000;0;2;12777;19000;0;0;0;24A3C;0;20240324;2024-03-24T00:00:00.000;42524;e11*2007/46*0271*11;C3XA4F;N5HL3L6751AXX3H4KUUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;00BGF3;Bedrijfsauto;VOLVO;FH;20150714;opleggertrekker;N.v.t.;N.v.t.;6;8175;8275;20150714;20150714;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-07-14T00:00:00.000;2015-07-14T00:00:00.000;2015-07-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230308;0;457;599;254;20100;0;50000;2023-03-08T00:00:00.000;0;2;12777;18600;0;0;0;24A3C;0;20230528;2023-05-28T00:00:00.000;41725;e11*2007/46*0271*11;C3XA4F;N5RR3L67113XX3H4KUUC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;00BGF7;Bedrijfsauto;VOLVO;FH;20150722;opleggertrekker;N.v.t.;N.v.t.;6;8023;8123;20150722;20150722;Geen verstrekking in Open Data;Ja;2;6;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-07-22T00:00:00.000;2015-07-22T00:00:00.000;2015-07-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230722;0;449;599;252;23500;0;50000;2023-07-22T00:00:00.000;0;2;12777;23500;0;0;0;FHA3C;0;20230528;2023-05-28T00:00:00.000;41877;e4*2007/46*0456*04;C3XA6F;N2RR3L67511453H4KUUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;00BGG8;Bedrijfsauto;VOLVO;FH;20160602;opleggertrekker;N.v.t.;N.v.t.;6;8869;8969;20150921;20150921;Geen verstrekking in Open Data;Ja;2;6;N3;r. balk by vooras;0.04;410;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2016-06-02T00:00:00.000;2015-09-21T00:00:00.000;2015-09-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230924;0;467;651;254;27000;0;50000;2023-09-24T00:00:00.000;0;2;12777;27000;0;0;0;24G3C;0;20231005;2023-10-05T00:00:00.000;41031;e11*2007/46*0273*11;C3XP6S;N5HR3M68019753H4KUUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;00BGH8;Bedrijfsauto;VOLVO;FH;20151001;opleggertrekker;N.v.t.;N.v.t.;6;8885;8985;20151001;20151001;Geen verstrekking in Open Data;Ja;0;6;N3;r. balk by vooras;0.04;410;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-10-01T00:00:00.000;2015-10-01T00:00:00.000;2015-10-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231005;0;0;651;255;27000;0;50000;2023-10-05T00:00:00.000;0;2;12777;27000;0;0;0;24G3C;0;20230927;2023-09-27T00:00:00.000;41015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;00BGJ7;Bedrijfsauto;VOLVO;FH;20170601;opleggertrekker;N.v.t.;N.v.t.;6;8627;8727;20151002;20151002;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-06-01T00:00:00.000;2015-10-02T00:00:00.000;2015-10-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231002;0;449;621;254;21000;0;50000;2023-10-02T00:00:00.000;0;2;12777;19500;0;0;0;24A3C;0;20240718;2024-07-18T00:00:00.000;41273;e11*2007/46*0271*11;C3XA4F;N2RR3N68013XX3H4KUUC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;00BGJ8;Bedrijfsauto;VOLVO;FL6H;20211119;veewagen;N.v.t.;N.v.t.;6;7090;7190;20051214;20151013;Geen verstrekking in Open Data;Ja;0;4;N2;r. balk v. vooras;0.02;460;Ja;Nee;Nee;0;Niet geregistreerd;NG;Nee;2021-11-19T00:00:00.000;2005-12-14T00:00:00.000;2015-10-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221002;0;0;775;250;11990;0;0;2022-10-02T00:00:00.000;0;2;5480;11990;4900;0;0;0;0;20220921;2022-09-21T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;00BGK3;Bedrijfsauto;VOLVO;FH;20200828;opleggertrekker;N.v.t.;N.v.t.;6;7906;8006;20151007;20151007;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-08-28T00:00:00.000;2015-10-07T00:00:00.000;2015-10-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221015;0;459;599;254;20500;0;50000;2022-10-15T00:00:00.000;0;2;12777;19000;0;0;0;24A3C;0;20231004;2023-10-04T00:00:00.000;41994;e11*2007/46*0271*12;C3XA4F;N5RR3M67513XX3H4KAUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52;00BGK4;Bedrijfsauto;VOLVO;FM 10X4 R;20151126;kipper;N.v.t.;N.v.t.;6;19570;19670;20150930;20151001;Geen verstrekking in Open Data;Ja;0;10;N3;r. balk v. vooras;0.02;745;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-11-26T00:00:00.000;2015-09-30T00:00:00.000;2015-10-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230917;0;0;1030;255;53000;0;0;2023-09-17T00:00:00.000;0;2;12777;50000;30430;0;0;0;0;20230902;2023-09-02T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53;00BGL1;Bedrijfsauto;VOLVO;FH;20151105;opleggertrekker;N.v.t.;N.v.t.;6;9142;9242;20151105;20151105;Geen verstrekking in Open Data;Ja;2;8;N3;op balk v. r.;0.04;410;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-11-05T00:00:00.000;2015-11-05T00:00:00.000;2015-11-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221105;0;0;651;254;27000;0;50000;2022-11-05T00:00:00.000;0;2;12777;27000;0;0;0;24G3C;0;20230916;2023-09-16T00:00:00.000;40758;e11*2007/46*0273*11;C3XP6S;N5VR3M68019753H4KUUA;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
54;00BGL9;Bedrijfsauto;VOLVO;FH;20151201;opleggertrekker;N.v.t.;N.v.t.;6;8213;8313;20151201;20151201;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-12-01T00:00:00.000;2015-12-01T00:00:00.000;2015-12-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221126;0;457;599;252;20500;0;50000;2022-11-26T00:00:00.000;0;2;12777;19000;0;0;0;24A3C;0;20231103;2023-11-03T00:00:00.000;41687;e11*2007/46*0271*12;C3XA4F;N5RR3L67513XX3H4KUUC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;00BGN6;Bedrijfsauto;VOLVO;VOLVO FMFH E4;20151120;open laadvloer;N.v.t.;N.v.t.;6;11795;11895;20070212;20151117;Geen verstrekking in Open Data;Ja;0;6;N3;r. balk v. vooras;0.03;658;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-11-20T00:00:00.000;2007-02-12T00:00:00.000;2015-11-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230117;0;888;1081;255;26100;0;33000;2023-01-17T00:00:00.000;0;2;12780;26000;14205;0;18000;FMFH 62L 7.1 E4;0;20240112;2024-01-12T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56;00BGP7;Bedrijfsauto;VOLVO;FH;20220419;opleggertrekker;N.v.t.;N.v.t.;6;8078;8178;20160217;20160217;Geen verstrekking in Open Data;Ja;2;6;N3;op balk v. r.;0.04;380;Ja;Nee;Nee;0;Niet geregistreerd;NG;Nee;2022-04-19T00:00:00.000;2016-02-17T00:00:00.000;2016-02-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221125;0;457;621;254;20500;0;50000;2022-11-25T00:00:00.000;0;2;12777;19000;0;0;0;24A3C;0;20231124;2023-11-24T00:00:00.000;41822;e11*2007/46*0271*12;C3XA4F;N5RR3L67513XX3H4KAUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
